web-scraper-order,description_raw,price_raw,mileage_raw,fuel_type_raw,location_raw,price,mileage,fuel_type_Diesel,price_cat,lat,lon
1733472636-486,MERCEDES-BENZ MARCO POLO 220 D TREND  4M AUTOMAT,CHF 79'000.–,16'000 km,Diesel,"BERNSTRASSE 11, 3250 LYSS",79000,16000,1,50000 - 99999,47.070003509521484,7.3112287521362305
1733472640-487,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 65'900.–,12'000 km,Diesel,"SCHACHENSTRASSE 31, 3421 LYSSACH",65900,12000,1,50000 - 99999,47.07384490966797,7.588680267333984
1733472644-488,"SUNLIGHT CLIFF CVE 640 ADVENTURE EDITION 2,3 DIESEL 9G-AUTOMAT FIAT DUCATO MJ 140",CHF 59'997.–,36'784 km,Diesel,"ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",59997,36784,1,50000 - 99999,47.741600036621094,8.709936141967773
1733472647-489,"CHALLENGER 347 GA GRAPHITE EDITION 2,0 TDCI DIESEL AUTOMAT FORD",CHF 56'997.–,62'940 km,Diesel,"ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",56997,62940,1,50000 - 99999,47.741600036621094,8.709936141967773
1733472650-490,MERCEDES-BENZ MARCO POLO 250 D HORIZON,CHF 51'900.–,38'000 km,Diesel,"BAHNHOFSTRASSE 7, 8353 ELGG",51900,38000,1,50000 - 99999,47.49706268310547,8.864991188049316
1733472660-491,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN LIBERTY 4MOTION,CHF 63'200.–,94'241 km,Diesel,"UNTERE INDUSTRIE 2, 7304 MAIENFELD",63200,94241,1,50000 - 99999,47.00366973876953,9.525409698486328
1733472669-493,VW T6.1 CALIFORNIA 2.0 TDI OCEAN EDITION 4MOTION,CHF 76'800.–,20'900 km,Diesel,"EICHÄCKERSTRASSE 1, 8500 FRAUENFELD",76800,20900,1,50000 - 99999,47.56706237792969,8.858413696289062
1733472672-494,VW T6 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,CHF 51'900.–,75'000 km,Diesel,"AAWASSERSTRASSE 12, 6383 DALLENWIL",51900,75000,1,50000 - 99999,46.934852600097656,8.393327713012695
1733472675-495,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 52'900.–,41'000 km,Diesel,"RUE EUGÈNE-MARZIANO 18, 1227 LES ACACIAS",52900,41000,1,50000 - 99999,46.193580627441406,6.129368782043457
1733472681-496,MERCEDES-BENZ MARCO POLO 250 D  4M AUTOMAT,CHF 87'900.–,12'500 km,Diesel,"ALTE BERNSTRASSE 34, 2558 AEGERTEN",87900,12500,1,50000 - 99999,47.11769485473633,7.2922821044921875
1733472688-498,FIAT FULLBACK MIT DUX KABINE,CHF 69'990.–,121'500 km,Diesel,"SCHÜTZENSTRASSE 4, 8274 TÄGERWILEN",69990,121500,1,50000 - 99999,47.65929412841797,9.12209701538086
1733472696-500,RIMOR RIMOR SEAL 50,CHF 59'900.–,13'000 km,Diesel,"BUCHHOLZ 44, 8750 GLARUS",59900,13000,1,50000 - 99999,47.049163818359375,9.064384460449219
1733472700-501,VW T6 CALIFORNIA 2.0 BI-TDI OCEAN 4MOTION,CHF 44'999.–,131'000 km,Diesel,"LUZERNERSTRASSE 80, 6014 LUZERN",44999,131000,1,20000 - 49999,47.05141830444336,8.273253440856934
1733472703-502,RIMOR EVO5,CHF 56'900.–,22'000 km,Diesel,"VIA STAZIONE 2, 6592 S.ANTONINO",56900,22000,1,50000 - 99999,46.15753173828125,8.975666999816895
1733472707-503,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN LIBERTY 4MOTION,CHF 64'800.–,34'800 km,Diesel,"ALPENSTRASSE 1, 6386 WOLFENSCHIESSEN",64800,34800,1,50000 - 99999,46.904449462890625,8.393872261047363
1733472711-504,VW T6.1 CALIFORNIA 2.0 TDI BEACH LIBERTY SPIRIT,CHF 52'800.–,101'200 km,Diesel,"ALPENSTRASSE 1, 6386 WOLFENSCHIESSEN",52800,101200,1,50000 - 99999,46.904449462890625,8.393872261047363
1733472714-505,PÖSSL SUMMIT 640,CHF 54'900.–,62'000 km,Diesel,"FLORASTRASSE 4, 3600 THUN",54900,62000,1,50000 - 99999,46.757205963134766,7.616790294647217
1733472717-506,VW CADDY MAXI 1.5 TSI CALIFORNIA,CHF 33'900.–,66'345 km,Benzin,"LUZERNERSTRASSE 84, 6030 EBIKON",33900,66345,0,20000 - 49999,47.06964874267578,8.319802284240723
1733472720-507,ADRIA MATRIX PLUS 670 SL,CHF 64'900.–,37'500 km,Diesel,"BRÜNIGSTRASSE 11, 6055 ALPNACH DORF",64900,37500,1,50000 - 99999,46.942352294921875,8.272114753723145
1733472722-508,VW T6.1 CALIFORNIA OCEAN LIB 2.0 TDI DSG 150PS,CHF 65'500.–,12'027 km,Diesel,"WEIERMATT 1, 4446 BUCKTEN",65500,12027,1,50000 - 99999,47.415218353271484,7.844275951385498
1733472726-509,VW T6 CALIFORNIA 2.0 TDI BEACH 4MOTION,CHF 43'900.–,128'500 km,Diesel,"AAWASSERSTRASSE 12, 6383 DALLENWIL",43900,128500,1,20000 - 49999,46.934852600097656,8.393327713012695
1733472729-510,MERCEDES-BENZ MARCO POLO 300 D 4M AUTOMAT,CHF 84'500.–,17'500 km,Diesel,"INDUSTRIESTRASSE 23, 4623 NEUENDORF",84500,17500,1,50000 - 99999,47.312950134277344,7.786300182342529
1733472735-511,VW GEOVAN L INDUKTION - SOLAR - WARMWASSER - DUSCHE - LITHIUM - GROSSES BETT,CHF 41'500.–,68'500 km,Diesel,"SCHWETTISTRASSE 1A, 6042 DIETWIL",41500,68500,1,20000 - 49999,47.152587890625,8.39490032196045
1733472740-512,VW T6 CALIFORNIA 2.0 TDI DSG BEACH,CHF 41'800.–,99'800 km,Diesel,"GÄSSLIACKER 13, 4492 TECKNAU",41800,99800,1,20000 - 49999,47.45001220703125,7.881074905395508
1733472744-513,VW T5 CALIFORNIA 2.0 TDI COMFORTLINE 4MOTION,CHF 31'000.–,152'966 km,Diesel,"BUHOLZSTRASSE 40, 6032 EMMEN",31000,152966,1,20000 - 49999,47.0927734375,8.318682670593262
1733472747-514,STEYR 12 S 23 4X4,CHF 134'800.–,44'000 km,Diesel,"DORF 10, 9127 ST. PETERZELL",134800,44000,1,100000 - 199999,47.31846237182617,9.172804832458496
1733472753-516,VW T6 CALIFORNIA 2.0 BI-TDI OCEAN LIBERTY 4MOTION,CHF 62'800.–,52'000 km,Diesel,"AVENUE LÉOPOLD-ROBERT 117, 2300 LA CHAUX-DE-FONDS",62800,52000,1,50000 - 99999,47.096275329589844,6.81933069229126
1733472756-517,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,CHF 72'900.–,22'300 km,Diesel,"Z.I. PRÉ-LOUP 15, 1868 COLLOMBEY",72900,22300,1,50000 - 99999,46.26874542236328,6.959034442901611
1733472760-518,VW GEOVAN M - ALLRAD - BESTZUSTAND,CHF 41'500.–,81'500 km,Diesel,"SCHWETTISTRASSE 1A, 6042 DIETWIL",41500,81500,1,20000 - 49999,47.152587890625,8.39490032196045
1733472766-519,XGO 95G,CHF 54'555.–,34'140 km,Diesel,"ARCHSTRASSE 36, 2540 GRENCHEN",54555,34140,1,50000 - 99999,47.18511199951172,7.399871349334717
1733472769-520,"DETHLEFFS EDITION SILVER LINE T 7056 2,3 DIESEL FIAT DUCATO MJ 140",CHF 62'997.–,28'018 km,Diesel,"ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",62997,28018,1,50000 - 99999,47.741600036621094,8.709936141967773
1733472773-521,"ADRIA MATRIX 600 SL PLUS 2,3 DIESEL FIAT DUCATO MJ 160",CHF 69'997.–,37'904 km,Diesel,"ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",69997,37904,1,50000 - 99999,47.741600036621094,8.709936141967773
1733472783-522,"FORD TRANSIT CUSTOM NUGGET WESTFALIA HOCHDACH H3 2,2 TDCI DIESEL",CHF 49'997.–,65'986 km,Diesel,"ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",49997,65986,1,20000 - 49999,47.741600036621094,8.709936141967773
1733472796-524,MERCEDES-BENZ VIANO 3.0 CDI BLUE EFF. MARCO POLO EDITION A,CHF 33'900.–,159'000 km,Diesel,"CH. DE LA MILLIÈRE 3A, 1893 MURAZ (COLLOMBEY)",33900,159000,1,20000 - 49999,46.2806282043457,6.924017906188965
1733472801-525,VW T6 CALIFORNIA 3000 2.0 TDI 150 BEACH LIBERTY,CHF 43'900.–,33'652 km,Diesel,"HAUPTSTRASSE 142, 5072 OESCHGEN",43900,33652,1,20000 - 49999,47.514400482177734,8.01496410369873
1733472807-526,OPEL ZAFIRA LIFE M FLEX ERHÖHTE LAST 2.0 CDTI 177 CROSSCAMP,CHF 58'000.–,29'900 km,Diesel,"HACKENRÜTI 10, 6110 WOLHUSEN",58000,29900,1,50000 - 99999,47.055057525634766,8.085668563842773
1733472813-527,LAND ROVER DISCOVERY 2.7TD V6,CHF 26'900.–,125'000 km,Diesel,"HENAUERSTRASSE 44, 9244 NIEDERUZWIL",26900,125000,1,20000 - 49999,47.447872161865234,9.134964942932129
1733472818-528,VW T6 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 59'800.–,52'500 km,Diesel,"SOLOTHURNERSTRASSE 25, 4614 HÄGENDORF",59800,52500,1,50000 - 99999,47.33076095581055,7.837788105010986
1733472823-529,VW T6.1 CALIFORNIA TDI BEACH LIBERTY SPIRIT DSG7,CHF 64'300.–,11'200 km,Diesel,"SOLOTHURNERSTRASSE 25, 4614 HÄGENDORF",64300,11200,1,50000 - 99999,47.33076095581055,7.837788105010986
1733472829-530,OPEL MOVANO FLEX 541 3.5T L2 H2 2.2 TD 165 HEAVY CROSSCAMP,CHF 59'820.–,18'000 km,Diesel,"HACKENRÜTI 10, 6110 WOLHUSEN",59820,18000,1,50000 - 99999,47.055057525634766,8.085668563842773
1733472855-531,CROSSCAMP OPEL ZAFIRA LIFE M FLEX ERHÖHTE LAST 2.0 CDTI 177,CHF 58'000.–,29'900 km,Diesel,"HACKENRÜTI 10, 6110 WOLHUSEN",58000,29900,1,50000 - 99999,47.055057525634766,8.085668563842773
1733472860-532,CROSSCAMP OPEL MOVANO FLEX 541 3.5T L2 H2 2.2 TD 165 HEAVY,CHF 59'820.–,18'000 km,Diesel,"HACKENRÜTI 10, 6110 WOLHUSEN",59820,18000,1,50000 - 99999,47.055057525634766,8.085668563842773
1733472869-534,MERCEDES-BENZ MARCO POLO 250 D  4M A,CHF 62'997.–,67'554 km,Diesel,"ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",62997,67554,1,50000 - 99999,47.741600036621094,8.709936141967773
1733472872-535,"VW T5 CALIFORNIA 2,0 TDI DSG COMFORTLINE",CHF 43'997.–,82'762 km,Diesel,"ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",43997,82762,1,20000 - 49999,47.741600036621094,8.709936141967773
1733472879-536,VW GEOVAN M *NEUES MODEL*,CHF 34'950.–,87'560 km,Diesel,"SCHWETTISTRASSE 1A, 6042 DIETWIL",34950,87560,1,20000 - 49999,47.152587890625,8.39490032196045
1733472884-537,MERCEDES-BENZ MARCO POLO 220 D TREND L,CHF 63'800.–,28'000 km,Diesel,"SONNENWIESENSTRASSE 17, 8280 KREUZLINGEN",63800,28000,1,50000 - 99999,47.64430236816406,9.194437026977539
1733472889-538,VW GRAND CALIFORNIA 600 2.0 TDI 177PS,CHF 53'900.–,23'967 km,Diesel,"WEIERMATT 1, 4446 BUCKTEN",53900,23967,1,50000 - 99999,47.415218353271484,7.844275951385498
1733472895-539,FIAT KNAUS 3.0,CHF 37'990.–,77'600 km,Diesel,"SEESTRASSE 30, 6205 EICH",37990,77600,1,20000 - 49999,47.15180969238281,8.165165901184082
1733472901-540,VW GEOVAN XL *NEUES MODEL*,CHF 51'500.–,49'985 km,Diesel,"SCHWETTISTRASSE 1A, 6042 DIETWIL",51500,49985,1,50000 - 99999,47.152587890625,8.39490032196045
1733472905-541,VW T6.1 CALIFORNIA 2.0 TDI BEACH,CHF 84'900.–,27'600 km,Diesel,"SEEWENSTRASSE 28, 6440 BRUNNEN",84900,27600,1,50000 - 99999,47.00950241088867,8.619601249694824
1733472910-542,"VW T6.1 CALIFORNIA 2,0 TDI DSG 4X4 OCEAN LIBERTY",CHF 65'997.–,47'802 km,Diesel,"ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",65997,47802,1,50000 - 99999,47.741600036621094,8.709936141967773
1733472915-543,VW GEOVAN M,CHF 21'500.–,110'000 km,Benzin,"SCHWETTISTRASSE 1A, 6042 DIETWIL",21500,110000,0,20000 - 49999,47.152587890625,8.39490032196045
1733472925-545,FORD NUGGET WESTFALIA HOCHDACH,CHF 43'900.–,80'350 km,Diesel,"ALBULASTRASSE 37, 8048 ZÜRICH",43900,80350,1,20000 - 49999,47.387718200683594,8.494241714477539
1733472929-546,VW T6 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 65'000.–,29'900 km,Diesel,"HERRENMATTSTRASSE 28, 4658 DÄNIKEN",65000,29900,1,50000 - 99999,47.35773849487305,7.984447479248047
1733472932-547,RENAULT TRAFIC CAMPER L1H1 2.8T DCI 120 ***AUFSTELLDACH***,CHF 42'800.–,22'000 km,Diesel,"BUECHSTRASSE 19, 8645 JONA",42800,22000,1,20000 - 49999,47.227630615234375,8.866288185119629
1733472937-548,FIAT PILOTE MS35/EB4,CHF 44'900.–,29'200 km,Diesel,"NIEDERÄMTERSTRASSE 11, 4657 DULLIKEN",44900,29200,1,20000 - 49999,47.35371780395508,7.931101322174072
1733472945-549,MERCEDES-BENZ MARCO POLO ACTIV 250 D 4M,CHF 52'800.–,51'000 km,Diesel,"GÄSSLIACKER 13, 4492 TECKNAU",52800,51000,1,50000 - 99999,47.45001220703125,7.881074905395508
1733472967-551,VW T5 CALIFORNIA 2.0 BI-TDI BEACH EDITION 4MOTION,CHF 44'990.–,66'000 km,Diesel,"LENZBÜEL 4, 8370 SIRNACH",44990,66000,1,20000 - 49999,47.46270751953125,9.02379035949707
1733472970-552,VW T6 CALIFORNIA 2.0 TDI BEACH LIBERTY,CHF 43'900.–,113'000 km,Diesel,"BINNINGERSTRASSE 112, 4123 ALLSCHWIL",43900,113000,1,20000 - 49999,47.547142028808594,7.5511474609375
1733472973-553,VW T6.1 CALIFORNIA 2.0 TDI BEACH LIBERTY ANHÄNGERKUPPLUNG I STANDHEIZUNG,CHF 47'800.–,116'000 km,Diesel,"BUZIBACHSTRASSE 47, 6023 ROTHENBURG",47800,116000,1,20000 - 49999,47.08992385864258,8.253633499145508
1733472977-554,VW CADDY MAXI 2.0 TDI CA DSG,CHF 36'500.–,22'900 km,Diesel,"HAUSMATTWEG 1, 4805 BRITTNAU",36500,22900,1,20000 - 49999,47.26155090332031,7.946728229522705
1733472983-555,CHALLENGER FD1,CHF 19'900.–,55'000 km,Diesel,"ROUTE DE SULLENS 9, 1303 PENTHAZ",19900,55000,1,0 - 19999,46.597469329833984,6.542710781097412
1733472987-556,MERCEDES-BENZ SPRINTER 215 CDI CAMPER,CHF 14'999.–,320'348 km,Diesel,9430 ST. MARGRETHEN,14999,320348,1,0 - 19999,47.450294494628906,9.641934394836426
1733472991-557,VW MAXI 1.0 TSI,CHF 32'900.–,91'000 km,Benzin,8472 SEUZACH,32900,91000,0,20000 - 49999,47.5367317199707,8.729513168334961
1733472995-558,VW T4,CHF 22'000.–,69'000 km,Benzin,3063 ITTIGEN,22000,69000,0,20000 - 49999,46.97899627685547,7.4851155281066895
1733473000-559,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN EDITION LIBERTY 4MOTION,CHF 69'900.–,25'000 km,Diesel,"ROUTE DU SIMPLON 32, 1852 ROCHE VD",69900,25000,1,50000 - 99999,46.3544807434082,6.932366371154785
1733473004-560,VW GEOVAN M - INDUKTION - AUSSENDUSCHE - SOLARSYSTEM - LITHIUMBATTERIE - GROSSES BETT,CHF 20'000.–,115'000 km,Benzin,"SCHWETTISTRASSE 1A, 6042 DIETWIL",20000,115000,0,0 - 19999,47.152587890625,8.39490032196045
1733473009-561,FIAT 2.5 TD HOBY,CHF 15'490.–,107'000 km,Diesel,8310 KEMPTTHAL,15490,107000,1,0 - 19999,47.45183181762695,8.701164245605469
1733473014-562,CARTHAGO CHIC C-LINE 4.8 I,CHF 89'900.–,15'900 km,Diesel,3074 MURI,89900,15900,1,50000 - 99999,46.93461227416992,7.489782810211182
1733473017-563,FIAT DUCATO,CHF 10'000.–,52'000 km,Diesel,1635 LA TOUR DE TRÊME,10000,52000,1,0 - 19999,46.60664749145508,7.032050609588623
1733473022-564,FIAT DUCATO,CHF 5'000.–,130'000 km,Diesel,1870 MONTHEY,5000,130000,1,0 - 19999,46.251888275146484,6.946492671966553
1733473026-565,VW T4,CHF 15'000.–,127'000 km,Diesel,8048 ZÜRICH,15000,127000,1,0 - 19999,47.39164352416992,8.48184871673584
1733473030-566,EURA MOBIL EURA MOBIL SPORT 665 HB,CHF 23'450.–,145'000 km,Diesel,3005 BERN,23450,145000,1,20000 - 49999,46.94354248046875,7.448245525360107
1733473033-567,VW T5 CALIFORNIA 2.0 BI-TDI COMFORTLINE TRAVEL 4MOTION,CHF 35'500.–,147'500 km,Diesel,6314 UNTERÄGERI,35500,147500,1,20000 - 49999,47.11505889892578,8.60737133026123
1733473036-568,"LAIKA ECOVIP 329 2,3 DIESEL FIAT DUCATO MJ2 150",CHF 56'997.–,26'185 km,Diesel,"ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",56997,26185,1,50000 - 99999,47.741600036621094,8.709936141967773
1733473040-569,MERCEDES-BENZ MARCO POLO VIANO 2.2 CDI 4M AUT.,CHF 39'997.–,99'985 km,Diesel,"ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",39997,99985,1,20000 - 49999,47.741600036621094,8.709936141967773
1733473044-570,VW T6 CALIFORNIA 2.0 TDI BEACH LIBERTY,CHF 49'900.–,54'900 km,Diesel,"BIFANG 8, 4665 OFTRINGEN",49900,54900,1,20000 - 49999,47.31313705444336,7.93761682510376
1733473051-571,TOYOTA PROACE 1.5 FIRENZE L1 BY ALMO CAMPERS,CHF 59'900.–,20'400 km,Diesel,"AM SAGENBACH 14, 6033 BUCHRAIN",59900,20400,1,50000 - 99999,47.10837173461914,8.34425163269043
1733473058-573,VW T2,CHF 55'000.–,160'000 km,Benzin,3014 BERN,55000,160000,0,50000 - 99999,46.960086822509766,7.453735828399658
1733473061-574,TOYOTA HIACE,CHF 6'900.–,79'600 km,Benzin,9220 BISCHOFSZELL,6900,79600,0,0 - 19999,47.5069580078125,9.270942687988281
1733473065-575,"DETHLEFFS TREND A 6977, FIAT DUCATO 2.3MJT 150PS",CHF 49'900.–,23'500 km,Diesel,"HOFACKERSTRASSE 7, 9606 BÜTSCHWIL",49900,23500,1,20000 - 49999,47.36394500732422,9.074725151062012
1733473069-576,"PÖSSL SUMMIT 540 SHINE 2,2 HDI CITROEN JUMPER",CHF 56'997.–,18'694 km,Diesel,"ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",56997,18694,1,50000 - 99999,47.741600036621094,8.709936141967773
1733473071-577,FORD NUGGET,CHF 49'900.–,45'000 km,Diesel,1723 MARLY,49900,45000,1,20000 - 49999,46.78022766113281,7.160383701324463
1733473074-578,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN LIBERTY 4MOTION,CHF 75'900.–,33'250 km,Diesel,"ROUTE DES PEUPLIERS 14, 1964 CONTHEY",75900,33250,1,50000 - 99999,46.224342346191406,7.311820983886719
1733473076-579,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN EDITION LIBERTY,CHF 59'000.–,46'500 km,Diesel,8340 HINWIL,59000,46500,1,50000 - 99999,47.3072509765625,8.82162094116211
1733473082-580,MORELO,CHF 220'000.–,20'000 km,Diesel,8887 MELS,220000,20000,1,200000 - 499999,47.05475997924805,9.414716720581055
1733473085-581,VW T6.1 CALIFORNIA 2.0 TDI OCEAN EDITION LIBERTY,CHF 74'900.–,13'500 km,Diesel,"INDUSTRIESTRASSE 39, 5036 OBERENTFELDEN",74900,13500,1,50000 - 99999,47.350502014160156,8.052599906921387
1733473089-582,CARTHAGO CHIC C-LINE I 4.8,CHF 43'900.–,170'270 km,Diesel,"BREITENSTRASSE 1, 8725 GEBERTINGEN",43900,170270,1,20000 - 49999,47.25289535522461,9.001060485839844
1733473091-583,VW T6 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 44'900.–,122'000 km,Diesel,4416 BUBENDORF,44900,122000,1,20000 - 49999,47.44962692260742,7.733177185058594
1733473094-584,ADRIA SCI700,CHF 53'000.–,32'000 km,Diesel,6930 BEDANO,53000,32000,1,50000 - 99999,46.05215835571289,8.927762031555176
1733473123-590,VW T6.1 CALIFORNIA 2.0 TDI BEACH,CHF 54'500.–,66'000 km,Diesel,8303 BASSERSDORF,54500,66000,1,50000 - 99999,47.42990493774414,8.642165184020996
1733473134-591,MAN 18.402,CHF 83'000.–,230'000 km,Diesel,3251 WENGI,83000,230000,1,50000 - 99999,47.089149475097656,7.367190361022949
1733473139-592,PEUGEOT,CHF 20'000.–,68'597 km,Benzin,8400 WINTERTHUR,20000,68597,0,0 - 19999,47.50355529785156,8.72974967956543
1733473151-594,VW T6.1 CALIFORNIA 2.0 TDI BEACH LIBERTY SPIRIT,CHF 59'900.–,29'900 km,Diesel,8739 RIEDEN,59900,29900,1,50000 - 99999,47.21963119506836,9.049421310424805
1733473155-595,VW CALIFORNIA BEACH,CHF 49'500.–,99'820 km,Diesel,4410 LIESTAL,49500,99820,1,20000 - 49999,47.4791374206543,7.730919361114502
1733473160-596,VW T5,CHF 39'990.–,133'000 km,Diesel,6085 HASLIBERG,39990,133000,1,20000 - 49999,46.73295211791992,8.19924259185791
1733473166-597,FIAT DUCATO KNAUS 2.5 JTDI - 6 PERSONEN ZUL -2 X DREHSTUHL -MFK SERVICE NEU,CHF 15'900.–,95'000 km,Diesel,6330 CHAM,15900,95000,1,0 - 19999,47.19585418701172,8.449189186096191
1733473171-598,CHEVROLET G-VAN,CHF 34'000.–,99'500 km,Benzin,1958 SAINT-LÉONARD,34000,99500,0,20000 - 49999,46.25404357910156,7.422774314880371
1733473177-599,FORD TEC,CHF 28'000.–,55'000 km,Diesel,6986 CURIO,28000,55000,1,20000 - 49999,45.995521545410156,8.861557006835938
1733473186-600,MERCEDES-BENZ 314 CDI,CHF 25'000.–,130'000 km,Diesel,5108 OBERFLACHS,25000,130000,1,20000 - 49999,47.434837341308594,8.130186080932617
1733473191-601,"FORD 2,2 PÖSSL DETHLEFFS FORTUNA - SOLAR - KLIMA - 2 X DREHSTUHL -1.HAND",CHF 18'900.–,169'000 km,Diesel,6330 CHAM,18900,169000,1,0 - 19999,47.19585418701172,8.449189186096191
1733473200-603,ELNAGH PRINCE 55 L,CHF 36'500.–,32'173 km,Diesel,6964 DAVESCO-SORAGNO,36500,32173,1,20000 - 49999,46.03166198730469,8.980022430419922
1733473203-604,CITROEN POSSL 2 WIN VARIO,CHF 48'500.–,55'000 km,Diesel,1723 MARLY,48500,55000,1,20000 - 49999,46.78022766113281,7.160383701324463
1733473207-605,VW T6.1 CALIFORNIA 2.0 BI-TDI BEACH EDIT. 4MOTION,CHF 79'900.–,32'500 km,Diesel,5070 FRICK,79900,32500,1,50000 - 99999,47.51038360595703,8.029332160949707
1733473211-606,"BAVARIA K 600 G 2,3 DIESEL HUBDACH FIAT DUCATO MJ 130",CHF 53'997.–,39'985 km,Diesel,"ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",53997,39985,1,50000 - 99999,47.741600036621094,8.709936141967773
1733473214-607,VW T6.1 CALIFORNIA 2.0 TDI BEACH EDITION LIBERTY,CHF 62'900.–,11'100 km,Diesel,"ERGOLZSTRASSE 41, 4460 GELTERKINDEN",62900,11100,1,50000 - 99999,47.46751022338867,7.860188961029053
1733473217-608,IVECO 4X4 CAMPER,CHF 38'700.–,45'000 km,Diesel,"DORF 10, 9127 ST. PETERZELL",38700,45000,1,20000 - 49999,47.31846237182617,9.172804832458496
1733473220-609,SUNLIGHT ADVENTURE V 69,CHF 50'900.–,24'000 km,Diesel,3940 STEG VS,50900,24000,1,50000 - 99999,46.30856704711914,7.748508453369141
1733473224-610,MERCEDES-BENZ MARCO POLO 220 D TR. 4M A,CHF 61'900.–,41'000 km,Diesel,"VIA PIAN SCAIROLO 31, 6912 PAZZALLO",61900,41000,1,50000 - 99999,45.98099136352539,8.92994499206543
1733473232-612,VW T6 CALIFORNIA 2.0 TDI BEACH LIBERTY,CHF 26'500.–,242'000 km,Diesel,4143 DORNACH,26500,242000,1,20000 - 49999,47.48116683959961,7.621065139770508
1733473237-614,DODGE COBRA  SPORTSMAN B300,CHF 17'900.–,107'250 km,Benzin,1611 LE CRÊT-PRÈS-SEMSALES,17900,107250,0,0 - 19999,46.6034049987793,6.9191508293151855
1733473240-615,VW T6.1 CALIFORNIA 2.0 TDI BEACH EDITION SPIRIT 4MOTION,CHF 67'000.–,35'000 km,Diesel,1376 GOUMOENS,67000,35000,1,50000 - 99999,46.65927505493164,6.602917194366455
1733473243-616,DETHLEFFS ADVANTAGE T7051,CHF 49'900.–,67'000 km,Diesel,5304 ENDINGEN,49900,67000,1,20000 - 49999,47.53417205810547,8.284839630126953
1733473246-617,HYMER B564,CHF 18'000.–,186'500 km,Diesel,2855 GLOVELIER,18000,186500,1,0 - 19999,47.33237075805664,7.197763919830322
1733473248-618,MERCEDES-BENZ MARCO POLO 250 D  4M AUTOMAT,CHF 59'900.–,50'000 km,Diesel,5234 VILLIGEN,59900,50000,1,50000 - 99999,47.534881591796875,8.222894668579102
1733473258-620,KARMANN DEXTER 595,CHF 54'980.–,29'850 km,Diesel,"ROMANSHORNERSTRASSE 133, 9322 EGNACH",54980,29850,1,50000 - 99999,47.548492431640625,9.371267318725586
1733473264-621,PÖSSL ROADCAMP R,CHF 58'980.–,25'516 km,Diesel,"ROMANSHORNERSTRASSE 133, 9322 EGNACH",58980,25516,1,50000 - 99999,47.548492431640625,9.371267318725586
1733473267-622,FIAT WOMO INTEGRIERT ADRIATEC 630 HECKBETT MFK,CHF 16'400.–,81'000 km,Diesel,2556 SCHWADERNAU,16400,81000,1,0 - 19999,47.11965560913086,7.325146675109863
1733473274-624,CITROEN JUMPY TINY CAMPER,CHF 7'999.–,204'500 km,Diesel,"WINTERHALDENSTRASSE 20, 3627 HEIMBERG",7999,204500,1,0 - 19999,46.79905700683594,7.602220058441162
1733473279-625,LAIKA COSMOS 909 E,CHF 75'000.–,12'000 km,Diesel,1442 MONTAGNY,75000,12000,1,50000 - 99999,46.79380798339844,6.610972881317139
1733473285-627,FIAT KNAUS WOHNMOBIL,CHF 9'000.–,120'000 km,Diesel,8600 DÜBENDORF,9000,120000,1,0 - 19999,47.40739059448242,8.623187065124512
1733473298-630,CHAUSSON 747GA WELCOME,CHF 51'000.–,30'000 km,Diesel,"RTE DE BOUDRY 24, 2016 CORTAILLOD",51000,30000,1,50000 - 99999,46.94688034057617,6.838715076446533
1733473315-632,VW T6 CALIFORNIA 2.0 TDI COAST,CHF 54'000.–,78'000 km,Diesel,3714 FRUTIGEN,54000,78000,1,50000 - 99999,46.582515716552734,7.65067195892334
1733473321-634,VW T6,CHF 29'000.–,170'000 km,Diesel,4225 BRISLACH,29000,170000,1,20000 - 49999,47.42103958129883,7.541443347930908
