web-scraper-order,description_raw,price_raw,mileage_raw,fuel_type_raw,location_raw,price,mileage,fuel_type_Diesel,price_cat,lat,lon
1733475601-1165,NISSAN NAVARA D40 4X4 MIT WOHNKABINE FOUR WEHL CAMPER,CHF 44'800.–,109'000 km,Diesel,8903 BIRMENSDORF,44800,109000,1,20000 - 49999,47.36054229736328,8.45855712890625
1733475604-1166,VW T6 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 54'900.–,63'434 km,Diesel,8610 USTER,54900,63434,1,50000 - 99999,47.360469818115234,8.7093505859375
1733475607-1167,ADRIA SUPERSONIC 780 SL,CHF 142'500.–,12'500 km,Diesel,4052 BASEL,142500,12500,1,100000 - 199999,47.55170822143555,7.6187567710876465
1733475617-1168,CITROEN CAMPSTER POESSL 2.0 BLUEHDI BVM6 150CV,CHF 46'900.–,47'300 km,Diesel,"AV. DE GRANDSON 64, 1400 YVERDON-LES-BAINS",46900,47300,1,20000 - 49999,46.78966522216797,6.63030481338501
1733475620-1169,VW T6.1 CALIFORNIA 2.0 BI-TDI BEACH EDITION SPIRIT 4MOTION,CHF 76'800.–,10'000 km,Diesel,"SOLOTHURNERSTRASSE 22, 4614 HÄGENDORF",76800,10000,1,50000 - 99999,47.330745697021484,7.836476802825928
1733475623-1170,FIAT RIMOR 99A,CHF 59'900.–,35'000 km,Diesel,"KANTONSSTRASSE 152, 7205 ZIZERS",59900,35000,1,50000 - 99999,46.9277458190918,9.562278747558594
1733475625-1171,HYMER EXSIS T 578,CHF 54'900.–,26'500 km,Diesel,"KANTONSSTRASSE 152, 7205 ZIZERS",54900,26500,1,50000 - 99999,46.9277458190918,9.562278747558594
1733475630-1173,VW T6 CALIFORNIA 2.0 TDI OCEAN DSG 4X4 / FRISCH AB MFK / MIT AHK,CHF 44'444.–,143'300 km,Diesel,"BRÜNIGSTRASSE 225, 6072 SACHSELN",44444,143300,1,20000 - 49999,46.858455657958984,8.220210075378418
1733475633-1174,PEUGEOT BOXER BRAVIA SWAN 636 2.2 BLUEHDI S/S,CHF 77'900.–,16'200 km,Diesel,"BERNSTRASSE 19C, 3250 LYSS",77900,16200,1,50000 - 99999,47.069271087646484,7.312956809997559
1733475643-1178,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN LIBERTY 4MOTION,CHF 71'850.–,40'000 km,Diesel,6004 LUZERN,71850,40000,1,50000 - 99999,47.05263900756836,8.308208465576172
1733475645-1179,VW T6.1 CALIFORNIA 2.0 TDI OCEAN EDITION LIBERTY,CHF 71'900.–,14'000 km,Diesel,8625 GOSSAU ZH,71900,14000,1,50000 - 99999,47.29178237915039,8.732831954956055
1733475649-1180,VW T3 CALIFORNIA (WESTFALIA HOCHDACH),CHF 15'900.–,240'000 km,Diesel,8260 STEIN AM RHEIN,15900,240000,1,0 - 19999,47.66351318359375,8.854778289794922
1733475651-1181,MERCEDES-BENZ SPRINTER 315 CDI STANDARD 4X4,CHF 50'000.–,140'000 km,Diesel,9053 TEUFEN,50000,140000,1,20000 - 49999,47.38869857788086,9.386896133422852
1733475654-1182,NIESMANN + BISCHOFF ARTO 79LE,CHF 62'000.–,78'000 km,Diesel,4628 WOLFWIL,62000,78000,1,50000 - 99999,47.27122497558594,7.819138526916504
1733475657-1183,VW T5 CALIFORNIA 2.0 TDI BEACH 4MOTION,CHF 34'500.–,195'000 km,Diesel,8051 ZÜRICH,34500,195000,1,20000 - 49999,47.40443420410156,8.563179969787598
1733475660-1184,VW T6 CALIFORNIA 2.0 TDI OCEAN RED 4MOTION,CHF 44'500.–,167'000 km,Diesel,3705 FAULENSEE,44500,167000,1,20000 - 49999,46.67022705078125,7.701291561126709
1733475662-1185,ADRIA SONIC SUPREME I 710 SL,CHF 49'900.–,24'550 km,Diesel,7320 SARGANS,49900,24550,1,20000 - 49999,47.05067825317383,9.435758590698242
1733475669-1187,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN LIBERTY 4MOTION,CHF 76'000.–,30'000 km,Diesel,1912 LEYTRON,76000,30000,1,50000 - 99999,46.18647384643555,7.209647178649902
1733475676-1188,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LAST EDITION,CHF 69'999.–,39'899 km,Diesel,"VIA BELLINZONA 20, 6512 GIUBIASCO",69999,39899,1,50000 - 99999,46.18043518066406,9.014244079589844
1733475679-1189,CONCORDE,CHF 349'990.–,18'000 km,Diesel,"SONNENBODENSTRASSE 9, 3076 WORB",349990,18000,1,200000 - 499999,46.93246078491211,7.558762550354004
1733475682-1190,FIAT DUCATO ZEFIRO 295 ROLLER TEAM,CHF 48'750.–,84'250 km,Diesel,3280 MURTEN,48750,84250,1,20000 - 49999,46.932579040527344,7.119632720947266
1733475685-1191,WEINSBERG IMPERIALE 670,CHF 44'800.–,39'000 km,Diesel,"BAHNHOFSTRASSE 186, 6423 SEEWEN",44800,39000,1,20000 - 49999,47.03028869628906,8.628253936767578
1733475688-1192,OPEL VIVARO SARANDA BEACH,CHF 18'900.–,123'450 km,Diesel,"ASPSTRASSE 12, 8472 SEUZACH",18900,123450,1,0 - 19999,47.52763366699219,8.706928253173828
1733475691-1193,VW T6 CALIFORNIA 2.0 BI-TDI BEACH LIBERTY 4MOTION,CHF 49'900.–,82'000 km,Diesel,"CHEMIN DE LA MARBRERIE 1, 1227 CAROUGE",49900,82000,1,20000 - 49999,46.18026351928711,6.134627819061279
1733475693-1194,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 72'900.–,15'000 km,Diesel,"GIESSENSTRASSE 4, 8600 DÜBENDORF",72900,15000,1,50000 - 99999,47.40205383300781,8.60916805267334
1733475696-1195,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 68'900.–,36'000 km,Diesel,"GIESSENSTRASSE 4, 8600 DÜBENDORF",68900,36000,1,50000 - 99999,47.40205383300781,8.60916805267334
1733475700-1196,FORD SARANDA BEACH,CHF 13'900.–,51'851 km,Diesel,"ASPSTRASSE 12, 8472 SEUZACH",13900,51851,1,0 - 19999,47.52763366699219,8.706928253173828
1733475702-1197,NISSAN PRIMASTAR SARANDA BEACH,CHF 19'900.–,49'850 km,Diesel,"ASPSTRASSE 12, 8472 SEUZACH",19900,49850,1,0 - 19999,47.52763366699219,8.706928253173828
1733475704-1198,VW T6.1 CALIFORNIA 2.0 TDI BEACH EDITION LIBERTY 4MOTION,CHF 55'000.–,100'000 km,Diesel,1687 VUISTERNENS-DEVANT-ROMONT,55000,100000,1,50000 - 99999,46.656280517578125,6.929202556610107
1733475712-1200,VW T6 CALIFORNIA 2.0 TDI COAST EDITION,CHF 45'000.–,129'000 km,Diesel,6900 LUGANO,45000,129000,1,20000 - 49999,46.00469207763672,8.961973190307617
1733475714-1201,FORD 320 L1H1 NUGGET CAMPER,CHF 45'000.–,86'000 km,Diesel,9105 SCHÖNENGRUND AR,45000,86000,1,20000 - 49999,47.331687927246094,9.23343276977539
1733475716-1202,"KNAUS BOXSTAR 5M40, ROOFTOP TENT",CHF 59'900.–,27'500 km,Diesel,1806 ST LEGIER,59900,27500,1,50000 - 99999,46.47157669067383,6.875983715057373
1733475719-1203,VW T5 CALIFORNIA 2.0 BI-TDI COMFORTLINE,CHF 45'000.–,110'000 km,Diesel,7000 CHUR,45000,110000,1,20000 - 49999,46.864017486572266,9.535412788391113
1733475721-1204,ROLLER TEAM AUTO ROLLER GARAGE KP,CHF 32'000.–,101'000 km,Diesel,8608 BUBIKON,32000,101000,1,20000 - 49999,47.27738571166992,8.80030632019043
1733475724-1205,VW T6 CALIFORNIA 2.0 TDI OCEAN BLUE,CHF 58'000.–,32'000 km,Diesel,5034 SUHR,58000,32000,1,50000 - 99999,47.3719482421875,8.077898979187012
1733475727-1206,CARADO A461,CHF 43'500.–,42'100 km,Diesel,3292 BUSSWIL,43500,42100,1,20000 - 49999,47.09792709350586,7.326745510101318
1733475731-1207,VW T5,CHF 36'000.–,199'000 km,Diesel,5504 OTHMARSINGEN,36000,199000,1,20000 - 49999,47.400421142578125,8.217970848083496
1733475738-1208,VW T5 SARANDA BEACH,CHF 17'900.–,226'412 km,Diesel,"ASPSTRASSE 12, 8472 SEUZACH",17900,226412,1,0 - 19999,47.52763366699219,8.706928253173828
1733475742-1209,VW T5 SARANDA BEACH,CHF 22'900.–,221'550 km,Diesel,"ASPSTRASSE 12, 8472 SEUZACH",22900,221550,1,20000 - 49999,47.52763366699219,8.706928253173828
1733475744-1210,VW T5 SARANDA BEACH,CHF 25'900.–,133'850 km,Diesel,"ASPSTRASSE 12, 8472 SEUZACH",25900,133850,1,20000 - 49999,47.52763366699219,8.706928253173828
1733475746-1211,VW T6.1 CALIFORNIA 2.0 BI-TDI BEACH LIBERTY,CHF 70'900.–,10'000 km,Diesel,"LÄTTENSTRASSE 37, 8952 SCHLIEREN",70900,10000,1,50000 - 99999,47.40283966064453,8.44124698638916
1733475749-1212,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LAST EDITION,CHF 67'900.–,14'900 km,Diesel,"PFÄFFIKERSTRASSE 32, 8610 USTER",67900,14900,1,50000 - 99999,47.35764694213867,8.728433609008789
1733475752-1213,SUN LIVING S-SERIES S72 DL TEILINTEGRIERT,CHF 59'900.–,25'000 km,Diesel,"BAHNHOFSTRASSE 186, 6423 SEEWEN",59900,25000,1,50000 - 99999,47.03028869628906,8.628253936767578
1733475755-1214,SUN LIVING A-SERIES A75 SL ALKOVEN,CHF 62'900.–,18'000 km,Diesel,"BAHNHOFSTRASSE 186, 6423 SEEWEN",62900,18000,1,50000 - 99999,47.03028869628906,8.628253936767578
1733475758-1215,VW CALI. TDI OCEAN ED. LIB.,CHF 63'990.–,17'900 km,Diesel,"3 ROUTE DES ILETTES, 1870 MONTHEY",63990,17900,1,50000 - 99999,46.24650955200195,6.9674177169799805
1733475765-1217,FIAT DUCATO ADRIA,CHF 15'990.–,103'617 km,Diesel,"BADSTRASSE 1, 6423 SEEWEN SZ",15990,103617,1,0 - 19999,47.02848815917969,8.629693984985352
1733475767-1218,CONCORDE CARVER 890 RRL,CHF 230'000.–,36'330 km,Diesel,5272 GANSINGEN,230000,36330,1,200000 - 499999,47.53500747680664,8.128423690795898
1733475773-1220,TOYOTA PROACE VAN L1 2.0 D ACTIVE AT,CHF 38'800.–,25'700 km,Diesel,1635 LA TOUR-DE-TRÊME,38800,25700,1,20000 - 49999,46.60664749145508,7.032050609588623
1733475776-1221,VW T6.1 CALIFORNIA 2.0 TDI OCEAN,CHF 81'500.–,18'000 km,Diesel,6343 HOLZHÄUSERN,81500,18000,1,50000 - 99999,47.155086517333984,8.440105438232422
1733475779-1222,MERCEDES-BENZ MARCO POLO 250 D 4MATIC 7G-TRONIC,CHF 49'499.–,103'000 km,Diesel,8049 ZÜRICH,49499,103000,1,20000 - 49999,47.4071159362793,8.494709968566895
1733475781-1223,MERCEDES-BENZ SPRINTER 313 CDI 4X4,CHF 39'000.–,322'000 km,Diesel,8580 AMRISWIL,39000,322000,1,20000 - 49999,47.54876708984375,9.304647445678711
1733475784-1224,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 59'000.–,50'000 km,Diesel,1004 LAUSANNE,59000,50000,1,50000 - 99999,46.52957534790039,6.61456298828125
1733475787-1225,VW WAVECAMPER T6.1 LANGER RADSTAND MIT AUFSTELLDACH VOLLAUSSTATTUNG 8 SITZE KEIN CALIFORNIA,CHF 99'990.–,15'000 km,Diesel,8603 SCHWERZENBACH,99990,15000,1,50000 - 99999,47.385738372802734,8.645942687988281
1733475789-1226,HYMER B600MC,CHF 94'500.–,12'000 km,Diesel,4413 BÜREN,94500,12000,1,50000 - 99999,47.451255798339844,7.6736650466918945
1733475792-1227,RIMOR FIAT RIMOR SEAL 98 P,CHF 63'000.–,12'400 km,Diesel,5107 SCHINZNACH DORF,63000,12400,1,50000 - 99999,47.44681167602539,8.141227722167969
1733475799-1228,VW T6 CALIFORNIA 3000 2.0 TDI 150 OCEAN DSG,CHF 49'900.–,53'000 km,Diesel,"ZUGERSTRASSE 1, 6403 KÜSSNACHT AM RIGI",49900,53000,1,20000 - 49999,47.08842468261719,8.442535400390625
1733475802-1229,VW T6 CALIFORNIA 2.0 BI-TDI BEACH LIBERTY 4MOTION,CHF 50'990.–,48'000 km,Diesel,"BIRSFELDERSTRASSE 50, 4132 MUTTENZ",50990,48000,1,50000 - 99999,47.53702926635742,7.633534908294678
1733475804-1230,VW ENVIA FREE,CHF 59'900.–,50'200 km,Diesel,"ELSIHOF 1, 6035 PERLEN",59900,50200,1,50000 - 99999,47.10655975341797,8.353533744812012
1733475807-1231,VW T6.1 CALIFORNIA 2.0 TDI BEACH LIBERTY,CHF 66'950.–,10'000 km,Diesel,"SPIEZSTR. 22, 3714 FRUTIGEN",66950,10000,1,50000 - 99999,46.59491729736328,7.651859283447266
1733475809-1232,VW CALI. BITDI BEA.ED.LI.4MA,CHF 86'900.–,21'000 km,Diesel,"SPIEZSTR. 22, 3714 FRUTIGEN",86900,21000,1,50000 - 99999,46.59491729736328,7.651859283447266
1733475812-1233,VW T6 CALIFORNIA 2.0 BI-TDI OCEAN BLUE 4MOTION,CHF 62'900.–,49'000 km,Diesel,"LÄTTENSTRASSE 37, 8952 SCHLIEREN",62900,49000,1,50000 - 99999,47.40283966064453,8.44124698638916
1733475815-1234,FIAT CAPRON T 449,CHF 58'900.–,10'000 km,Diesel,"DORFSTRASSE 46, 8912 OBFELDEN",58900,10000,1,50000 - 99999,47.26387023925781,8.429641723632812
1733475818-1235,TOYOTA CROSSCAMP,CHF 54'900.–,53'900 km,Diesel,"ROUTE DE LA GLÂNE 124, 1752 VILLARS SUR GLÂNE",54900,53900,1,50000 - 99999,46.79096603393555,7.139599800109863
1733475821-1236,VW T6.1 CALI. TDI OCE. ED. LIB. A,CHF 66'500.–,12'200 km,Diesel,"SPITALSTRASSE 27, 8200 SCHAFFHAUSEN",66500,12200,1,50000 - 99999,47.69985580444336,8.63329792022705
1733475824-1237,VW T6.1 CALIFORNIA 2.0 TDI 150PS OCEAN EDITION,CHF 69'750.–,15'000 km,Diesel,"TOGGENBURGERSTRASSE 146, 9500 WIL SG",69750,15000,1,50000 - 99999,47.45463180541992,9.0487060546875
1733475829-1238,VW T6.1 CALIFORNIA TDI OCEAN EDITION DSG,CHF 60'900.–,17'500 km,Diesel,8050 ZÜRICH,60900,17500,1,50000 - 99999,47.41262435913086,8.53308391571045
1733475833-1239,VW T6.1 CALIFORNIA 2.0 TDI COAST LIBERTY 4MOTION,CHF 67'900.–,59'600 km,Diesel,5610 WOHLEN,67900,59600,1,50000 - 99999,47.34919357299805,8.265459060668945
1733475836-1240,BIMOBIL EX 412,CHF 179'000.–,50'000 km,Diesel,7324 VILTERS,179000,50000,1,100000 - 199999,47.00508499145508,9.444046020507812
1733475838-1241,VW T6.1 CALIFORNIA 2.0 TDI BEACH 4MOTION,CHF 62'000.–,33'000 km,Diesel,1470 ESTAVAYER LE LAC,62000,33000,1,50000 - 99999,46.85071563720703,6.84145450592041
1733475847-1244,FRANKIA PLATIN I8400 PLUS,CHF 99'000.–,45'000 km,Diesel,1961 VERNAMIÈGE,99000,45000,1,50000 - 99999,46.20541000366211,7.433724403381348
1733475850-1245,IVECO 35 DAILY TURBO,CHF 35'000.–,198'000 km,Diesel,3922 STALDEN,35000,198000,1,20000 - 49999,46.23056411743164,7.864914894104004
1733475853-1246,CARTHAGO CHIC C-LINE I 4.9,CHF 109'000.–,50'400 km,Diesel,7742 POSCHIAVO,109000,50400,1,100000 - 199999,46.32218933105469,10.055431365966797
1733475855-1247,MERCEDES-BENZ MARCO POLO 250 D 4M A,CHF 52'000.–,175'000 km,Diesel,1020 RENENS VD,52000,175000,1,50000 - 99999,46.535274505615234,6.582472801208496
1733475862-1248,VW T6.1 CALIFORNIA 2.0 BI-TDI BEACH LIBERTY,CHF 77'900.–,12'000 km,Diesel,"BIRSFELDERSTRASSE 50, 4132 MUTTENZ",77900,12000,1,50000 - 99999,47.53702926635742,7.633534908294678
1733475868-1250,VW CALIFORNIA BITDI OCEAN 4M,CHF 81'900.–,30'900 km,Diesel,"INDUSTRIESTRASSE 1, 8307 EFFRETIKON",81900,30900,1,50000 - 99999,47.418922424316406,8.684661865234375
1733475876-1253,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN LIBERTY,CHF 69'900.–,10'000 km,Diesel,"ELSIHOF 1, 6035 PERLEN",69900,10000,1,50000 - 99999,47.10655975341797,8.353533744812012
1733475879-1254,CHALLENGER V114 START EDITION,CHF 48'900.–,13'700 km,Diesel,"3 ROUTE DES ILETTES, 1870 MONTHEY",48900,13700,1,20000 - 49999,46.24650955200195,6.9674177169799805
1733475882-1255,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN EDITION LIBERTY 4MOTION,CHF 82'900.–,20'000 km,Diesel,"KASERNENSTRASSE 67, 7000 CHUR",82900,20000,1,50000 - 99999,46.84693145751953,9.52126693725586
1733475887-1257,VW T6 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 56'900.–,13'900 km,Diesel,"BAHNHOFSTRASSE 29, 5623 BOSWIL",56900,13900,1,50000 - 99999,47.30537414550781,8.316218376159668
1733475890-1258,FIAT DUCATO FORSTER VAN 599 VB,CHF 58'000.–,17'000 km,Diesel,8353 ELGG,58000,17000,1,50000 - 99999,47.48739242553711,8.870604515075684
1733475893-1259,FIAT DUCATO 230/18,CHF 22'000.–,144'400 km,Diesel,1470 ESTAVAYER-LE-LAC,22000,144400,1,20000 - 49999,46.85071563720703,6.84145450592041
1733475897-1260,MERCEDES-BENZ VIANO 2.2 CDI BLUE EFFICIENCY MARCO POLO A,CHF 32'000.–,205'000 km,Diesel,5430 WETTINGEN,32000,205000,1,20000 - 49999,47.463890075683594,8.345504760742188
1733475900-1261,VW CALIFORNIA 2.0 TDI LAST EDITION,CHF 48'500.–,50'000 km,Diesel,4332 STEIN,48500,50000,1,20000 - 49999,47.55288314819336,7.956476211547852
1733475906-1263,LMC LIBERTY CRUISER T731G,CHF 39'900.–,82'500 km,Diesel,6033 BUCHRAIN,39900,82500,1,20000 - 49999,47.092613220214844,8.345666885375977
1733475909-1264,PILOTE G600G,CHF 47'000.–,78'400 km,Diesel,2036 CORMONDRÈCHE,47000,78400,1,20000 - 49999,46.98310470581055,6.884435653686523
1733475911-1265,FORD TRANSIT VAN 290 L2 AMBIENTE 2.0 TDCI 105 FWD,CHF 78'000.–,30'000 km,Diesel,9016 ST. GALLEN,78000,30000,1,50000 - 99999,47.43637466430664,9.408788681030273
1733475914-1266,VW 2.0 TDI 4MOTION,CHF 52'800.–,100'000 km,Diesel,7026 MALADERS,52800,100000,1,50000 - 99999,46.83501434326172,9.560652732849121
1733475917-1267,FORD NUGGET HOCHDACH,CHF 38'500.–,40'000 km,Diesel,2014 BÔLE,38500,40000,1,20000 - 49999,46.973297119140625,6.824704647064209
1733475927-1268,VW T6 CALIFORNIA 2.0 TDI BEACH EDITION,CHF 45'900.–,95'800 km,Diesel,"BAHNHOFSTRASSE 29, 5623 BOSWIL",45900,95800,1,20000 - 49999,47.30537414550781,8.316218376159668
1733475930-1269,WESTFALIA 150PS VW T6.1 4X4 WESTFALIA KEPLER SIX LANGER RADSTAND,CHF 59'999.–,40'100 km,Diesel,"ST. LAURENTIUSSTRASSE 2, 4613 RICKENBACH",59999,40100,1,50000 - 99999,47.341278076171875,7.859083652496338
1733475940-1272,OPEL VIVARO SARANDA BEACH,CHF 17'900.–,145'140 km,Diesel,"ASPSTRASSE 12, 8472 SEUZACH",17900,145140,1,0 - 19999,47.52763366699219,8.706928253173828
1733475943-1273,MERCEDES-BENZ MARCO POLO 250 D 7G-TRONIC,CHF 57'900.–,54'900 km,Diesel,"AMRISWILERSTRASSE 4, 9220 BISCHOFSZELL",57900,54900,1,50000 - 99999,47.49790573120117,9.241255760192871
1733475946-1274,VW T6.1 CALIFORNIA 2.0 TDI BEACH,CHF 65'990.–,15'900 km,Diesel,"PFÄFFIKERSTRASSE 32, 8610 USTER",65990,15900,1,50000 - 99999,47.35764694213867,8.728433609008789
1733475952-1275,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,CHF 77'900.–,10'000 km,Diesel,"GIESSENSTRASSE 4, 8600 DÜBENDORF",77900,10000,1,50000 - 99999,47.40205383300781,8.60916805267334
1733475959-1277,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 72'900.–,18'000 km,Diesel,"ALTE STEINHAUSERSTRASSE 1, 6330 CHAM",72900,18000,1,50000 - 99999,47.18622589111328,8.473489761352539
1733475961-1278,IVECO EUROTRAKKER 6X6,CHF 217'500.–,165'000 km,Diesel,8854 SIEBNEN,217500,165000,1,200000 - 499999,47.174339294433594,8.906341552734375
1733475965-1279,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 64'500.–,21'617 km,Diesel,6600 MURALTO,64500,21617,1,50000 - 99999,46.174251556396484,8.80819034576416
1733475970-1280,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN LIBERTY 4MOTION,CHF 82'900.–,39'000 km,Diesel,6206 NEUENKIRCH,82900,39000,1,50000 - 99999,47.09916687011719,8.230888366699219
1733475973-1281,VW T6 CALIFORNIA 2.0 BI-TDI OCEAN GREY 4MOTION,CHF 55'000.–,87'674 km,Diesel,1630 BULLE,55000,87674,1,50000 - 99999,46.624298095703125,7.077528476715088
1733475977-1282,BIMOBIL,CHF 95'000.–,80'000 km,Diesel,5303 WÜRENLINGEN,95000,80000,1,50000 - 99999,47.53627014160156,8.226804733276367
1733475982-1283,RENAULT T35 2.3DCI L2H2,CHF 25'300.–,59'000 km,Diesel,1489 MURIST,25300,59000,1,20000 - 49999,46.79024124145508,6.806734561920166
1733475987-1284,VW CADDY - GEOVAN M,CHF 31'900.–,33'000 km,Diesel,4528 ZUCHWIL,31900,33000,1,20000 - 49999,47.200801849365234,7.5716233253479
1733475994-1285,CARADO I338 EDITION 15,CHF 77'900.–,11'000 km,Diesel,8214 GÄCHLINGEN,77900,11000,1,50000 - 99999,47.717105865478516,8.500143051147461
1733475998-1286,FIAT DUCATO BANTAM PREMIUM 540G PACK HIVERS,CHF 55'990.–,46'500 km,Diesel,1009 PULLY,55990,46500,1,50000 - 99999,46.511104583740234,6.668332576751709
1733476003-1287,MERCEDES-BENZ ATEGO 4X4 AUTARKES KRAFTPAKET,CHF 284'000.–,115'000 km,Diesel,9056 GAIS,284000,115000,1,200000 - 499999,47.36166000366211,9.456462860107422
1733476017-1288,VW T6.1 CALIFORNIA 2.0 TDI OCEAN EDITION LIBERTY,CHF 68'900.–,27'000 km,Diesel,"VIA S. GOTTARDO 71, 6500 BELLINZONA",68900,27000,1,50000 - 99999,46.205406188964844,9.035849571228027
1733476030-1290,VW GRAND CALIFORNIA 600 2.0 BI-TDI,CHF 69'900.–,20'000 km,Diesel,"BIRSFELDERSTRASSE 50, 4132 MUTTENZ",69900,20000,1,50000 - 99999,47.53702926635742,7.633534908294678
1733476035-1291,VW GRAND CALIFORNIA 600 2.0 BI-TDI,CHF 58'900.–,42'800 km,Diesel,"RUE D' ETRABLON 1, 1023 CRISSIER",58900,42800,1,50000 - 99999,46.54471969604492,6.567663192749023
1733476041-1292,"HYMER EXSIS I 474, FIAT DUCATO 2.3MJ 150PS AUTOMAT",CHF 68'900.–,30'000 km,Diesel,8406 WINTERTHUR,68900,30000,1,50000 - 99999,47.49148178100586,8.707266807556152
1733476052-1294,VW GRAND CALIFORNIA 600 2.0 BI-TDI,CHF 78'900.–,20'000 km,Diesel,"VIA S. GOTTARDO 71, 6500 BELLINZONA",78900,20000,1,50000 - 99999,46.205406188964844,9.035849571228027
1733476058-1295,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 64'900.–,16'000 km,Diesel,"GIESSENSTRASSE 4, 8600 DÜBENDORF",64900,16000,1,50000 - 99999,47.40205383300781,8.60916805267334
1733476070-1297,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 65'900.–,16'000 km,Diesel,"GIESSENSTRASSE 4, 8600 DÜBENDORF",65900,16000,1,50000 - 99999,47.40205383300781,8.60916805267334
1733476077-1298,VW T3 SYNCRO CARAVELLE C 2.1,CHF 49'500.–,108'000 km,Benzin,8267 BERLINGEN TG,49500,108000,0,20000 - 49999,47.67057418823242,9.012188911437988
1733476092-1300,FORD TRANSIT,CHF 39'800.–,58'000 km,Diesel,8105 REGENSDORF,39800,58000,1,20000 - 49999,47.447879791259766,8.460655212402344
1733476098-1301,WEINSBERG VW T6.1 BULLI,CHF 69'900.–,28'500 km,Diesel,5405 DÄTTWIL AG,69900,28500,1,50000 - 99999,47.44945526123047,8.291810989379883
1733476105-1302,PEUGEOT BOXER AUSBAU GANZ NEU UNBENUTZT,CHF 54'499.–,250'000 km,Diesel,8620 WETZIKON,54499,250000,1,50000 - 99999,47.329673767089844,8.781332969665527
1733476112-1303,MERCEDES-BENZ 917,CHF 39'900.–,85'000 km,Diesel,3315 BÄTTERKINDEN,39900,85000,1,20000 - 49999,47.130332946777344,7.53923225402832
1733476117-1304,PEUGEOT BOXER LIEBEVOLL UMGEBAUTER CAMPER,CHF 22'250.–,262'300 km,Diesel,4410 LIESTAL,22250,262300,1,20000 - 49999,47.4791374206543,7.730919361114502
1733476134-1306,VW T6 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,CHF 57'900.–,63'000 km,Diesel,3714 FRUTIGEN,57900,63000,1,50000 - 99999,46.582515716552734,7.65067195892334
1733476140-1307,FORD RANGER PX II WILDTRACK EXTRACAB 3.2 EURO5,CHF 80'000.–,125'900 km,Diesel,1869 MASSONGEX,80000,125900,1,50000 - 99999,46.239219665527344,6.991762638092041
1733476151-1308,VW T6.1 CALIFORNIA 2.0 TDI BEACH EDITION SPIRIT 4MOTION,CHF 76'500.–,17'500 km,Diesel,"HÖLZLIWISENSTRASSE 1, 8604 VOLKETSWIL",76500,17500,1,50000 - 99999,47.378963470458984,8.680431365966797
1733476155-1309,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 67'900.–,27'000 km,Diesel,"GIESSENSTRASSE 4, 8600 DÜBENDORF",67900,27000,1,50000 - 99999,47.40205383300781,8.60916805267334
1733476159-1310,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,CHF 72'999.–,19'900 km,Diesel,"GIESSENSTRASSE 4, 8600 DÜBENDORF",72999,19900,1,50000 - 99999,47.40205383300781,8.60916805267334
1733476163-1311,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN LIBERTY 4MOTION,CHF 73'490.–,41'500 km,Diesel,"ROUTE DU NANT-D'AVRIL 34, 1214 VERNIER",73490,41500,1,50000 - 99999,46.22016143798828,6.085522174835205
1733476166-1312,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 60'990.–,13'971 km,Diesel,"BODENACKERSTRASSE 61, 4657 DULLIKEN",60990,13971,1,50000 - 99999,47.350643157958984,7.953776836395264
1733476172-1314,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 65'490.–,18'900 km,Diesel,"ROUTE DU NANT-D'AVRIL 34, 1214 VERNIER",65490,18900,1,50000 - 99999,46.22016143798828,6.085522174835205
1733476176-1315,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,CHF 62'900.–,34'000 km,Diesel,"ROUTE DU NANT-D'AVRIL 34, 1214 VERNIER",62900,34000,1,50000 - 99999,46.22016143798828,6.085522174835205
